Age,Experience,Family,Education,Personal Loan,Securities Account,CD Account,Online,CreditCard,Income,CCAvg,Mortgage
38,14,3,3,1,0,1,1,1,16166666,3600000,1000000
62,36,2,3,0,0,0,1,1,2583333,1200000,1000000
59,35,1,3,1,0,1,0,1,8083333,4400000,1000000
49,25,4,2,0,1,0,1,0,8500000,2400000,1000000
57,32,2,1,0,0,0,1,0,5916666,4700000,135000000
64,38,1,1,0,0,0,0,0,7999999,2999999,1000000
47,22,2,2,1,0,0,0,0,8916666,4900000,1000000
30,6,3,3,0,0,0,1,0,2083333,1900000,1000000
42,18,4,1,0,0,0,1,1,8333333,1800000,1000000
53,28,2,3,0,0,0,1,1,3833333,1600000,1000000
50,24,4,3,0,0,0,0,1,1916666,1600000,1000000
62,38,4,2,0,0,0,0,0,7666666,2700000,1000000
34,10,1,1,0,0,0,0,1,4416666,2330000,1000000
47,21,2,3,0,0,0,0,0,8500000,1800000,1000000
62,37,3,3,1,0,1,1,1,8750000,4000000,1000000
61,35,4,2,0,0,0,0,0,7749999,2900000,1000000
59,34,2,1,0,0,0,1,0,6000000,3800000,1000000
47,21,3,2,0,0,0,1,1,4250000,1600000,1000000
65,39,3,2,0,0,0,0,0,2833333,1700000,1000000
56,32,2,1,0,1,0,1,0,3666666,1800000,79999999
56,32,1,3,0,0,0,1,0,3333333,2200000,1000000
31,7,2,2,0,0,0,0,1,3916666,2000000,1000000
61,31,3,3,1,0,1,1,1,13833333,8500000,351999999
42,18,2,1,0,0,0,1,0,16750000,8599999,1000000
44,19,4,3,0,0,0,0,0,4333333,2900000,85000000
47,21,2,2,0,0,0,1,0,8333333,2700000,1000000
30,6,2,1,0,0,0,1,0,11333333,1600000,1000000
62,38,2,3,0,0,0,0,0,2916666,1300000,1000000
56,32,4,1,0,0,0,1,1,2916666,1700000,1000000
25,1,2,1,0,0,0,0,1,12583333,2999999,1000000
53,28,4,1,1,0,0,1,0,15416666,3700000,427999999
26,0,4,3,0,0,0,1,0,4500000,2300000,154000000
59,35,1,1,0,0,0,0,1,14416666,3899999,161000000
62,36,3,2,0,0,0,1,0,3333333,1700000,1000000
58,32,4,3,1,0,0,0,1,16916666,6199999,195000000
40,14,2,1,0,0,0,0,1,4500000,1300000,106999999
35,5,4,3,0,0,0,1,0,7749999,4999999,1000000
51,25,3,1,1,0,0,0,0,15583333,1700000,312999999
41,15,3,1,0,0,0,1,0,7833333,1100000,1000000
51,27,1,3,0,0,0,0,1,5416666,2800000,1000000
27,1,3,1,1,0,0,0,0,12833333,6499999,1000000
46,21,4,3,0,0,0,1,0,4500000,2900000,1000000
46,20,4,1,0,0,0,0,0,6333333,3899999,190000000
31,5,2,1,0,1,0,1,0,8500000,2300000,1000000
58,32,1,2,0,0,0,0,0,4666666,1800000,1000000
42,18,1,3,0,0,0,1,0,3416666,1300000,1000000
59,35,2,1,0,0,0,0,1,8750000,2600000,1000000
54,24,3,3,0,0,0,1,0,6749999,2400000,133000000
35,11,2,2,0,0,0,1,1,7833333,2700000,1000000
34,9,2,3,1,0,1,1,0,15999999,7499999,1000000
46,21,2,3,0,0,0,1,0,2083333,1700000,1000000
52,28,1,1,0,0,0,0,0,6999999,1000000,179000000
55,30,3,1,0,0,0,1,0,5500000,2700000,1000000
34,9,1,1,0,0,0,1,1,9666666,5600000,1000000
57,32,2,2,0,0,0,0,0,4666666,2900000,158000000
45,19,1,1,0,1,1,1,1,4333333,1200000,1000000
29,3,2,1,0,0,0,1,1,16833333,5500000,247000000
49,23,4,1,0,0,0,1,1,6333333,3600000,1000000
36,11,2,2,0,1,0,0,0,1750000,1300000,100000000
57,31,4,2,0,0,0,1,0,4166666,1700000,1000000
25,0,3,3,0,0,0,1,0,6999999,3600000,1000000
43,17,1,1,0,0,0,1,0,7833333,6199999,79999999
27,2,2,3,0,1,0,1,0,4999999,2600000,119999999
54,28,4,3,0,0,0,0,0,7833333,3600000,295000000
53,26,2,2,0,0,0,0,0,2166666,2000000,83999999
55,29,1,1,0,0,0,1,1,14500000,3899999,1000000
43,19,2,1,0,0,0,1,0,5500000,2700000,1000000
35,11,2,1,0,0,0,0,0,8500000,1000000,1000000
59,34,4,1,0,0,0,0,0,6333333,2700000,1000000
42,18,3,3,0,0,0,1,1,6416666,3100000,1000000
51,25,2,1,0,0,0,0,0,10416666,7300000,1000000
57,32,2,3,0,0,0,0,0,4166666,3100000,1000000
39,15,1,3,0,0,0,0,0,6416666,2500000,1000000
53,27,4,3,0,0,0,1,0,4250000,2500000,1000000
31,6,2,1,0,0,0,1,1,15499999,7700000,1000000
33,3,2,3,0,0,0,1,0,5916666,2750000,1000000
38,14,2,1,0,0,0,1,0,4583333,2700000,1000000
47,21,2,3,0,0,0,0,1,2999999,1100000,1000000
63,39,1,2,0,0,0,0,0,5166666,1000000,167000000
44,19,1,3,0,0,0,1,0,6666666,4700000,1000000
61,37,3,3,0,0,0,1,0,6083333,2999999,1000000
52,28,4,2,0,0,0,1,0,2750000,1500000,1000000
59,34,2,2,0,0,0,1,0,2750000,1500000,1000000
56,32,4,1,0,0,0,0,0,3583333,2300000,1000000
58,33,4,1,0,1,0,0,0,6833333,1700000,1000000
30,6,3,2,0,0,0,0,1,3083333,2000000,136000000
42,17,1,3,0,0,0,1,0,7499999,2000000,1000000
51,27,1,1,0,0,0,0,0,2583333,1200000,1000000
60,35,1,3,0,0,0,1,0,2916666,1300000,1000000
30,4,4,1,0,0,0,1,0,4333333,1800000,1000000
49,23,1,3,0,0,0,0,0,2833333,1300000,1000000
26,0,4,2,0,1,0,1,0,6916666,2800000,1000000
36,12,1,2,0,0,0,0,0,5833333,4600000,1000000
65,40,3,1,0,0,0,1,0,7250000,3200000,1000000
27,0,1,2,0,0,0,0,1,4333333,2999999,110999999
60,35,1,3,1,0,0,0,1,13916666,2500000,1000000
32,6,4,2,0,0,0,0,0,7916666,3200000,1000000
46,20,3,1,0,0,0,0,0,9250000,2100000,1000000
60,36,1,2,0,1,0,0,0,5916666,1000000,1000000
28,2,3,2,0,0,0,1,0,5416666,3400000,1000000
50,26,4,1,0,1,0,0,0,1916666,1200000,1000000
52,28,4,3,1,0,0,0,0,15916666,5200000,1000000
29,1,2,3,0,0,0,0,0,6916666,2750000,1000000
30,4,4,3,0,0,0,1,0,8083333,3100000,1000000
42,18,3,3,0,1,0,1,0,5083333,3100000,1000000
32,6,2,1,0,0,0,1,1,11166666,2300000,1000000
40,15,2,1,0,0,0,1,0,15249999,4300000,1000000
49,24,2,2,1,0,0,1,0,12500000,3200000,1000000
53,23,4,3,0,1,0,1,0,1666666,1400000,1000000
42,17,4,1,0,0,0,1,0,5916666,1400000,1000000
38,14,3,1,0,0,0,0,0,5083333,3800000,1000000
60,34,2,1,0,0,0,0,0,8666666,2999999,1000000
27,3,4,1,0,0,0,0,0,7250000,1000000,1000000
61,35,1,2,0,0,0,1,1,6000000,3800000,1000000
27,2,2,2,0,0,0,1,0,4416666,2700000,1000000
45,21,3,2,0,0,0,1,1,4333333,1600000,1000000
41,16,2,1,0,0,0,1,1,7749999,1400000,146999999
44,20,1,3,0,0,0,0,1,5333333,1800000,197000000
38,14,4,1,0,0,0,0,0,3083333,2000000,1000000
39,15,1,1,0,0,0,1,0,12583333,4400000,353999999
48,22,1,2,0,0,0,0,0,5500000,2200000,1000000
47,22,1,1,0,0,0,0,1,7749999,3899999,1000000
64,39,3,1,0,1,0,0,1,7083333,3200000,1000000
27,0,4,3,0,0,0,1,1,3500000,2000000,1000000
66,41,3,1,0,0,0,0,0,5916666,3400000,1000000
43,17,3,1,0,0,0,0,0,2750000,2500000,1000000
34,9,3,2,0,0,0,1,0,6416666,1700000,104999999
28,2,3,2,0,0,0,1,0,4416666,2100000,161999999
52,28,4,3,0,0,0,0,0,5333333,1100000,122000000
45,20,4,2,0,0,0,1,0,7999999,2100000,181000000
24,2,2,1,0,0,0,1,0,12250000,8199999,1000000
39,14,4,3,0,1,0,0,0,2500000,1200000,1000000
40,16,1,1,0,0,0,1,1,3833333,1700000,1000000
30,5,4,3,0,0,0,1,0,8083333,2800000,1000000
49,23,1,3,0,0,0,0,0,2916666,2400000,1000000
53,27,4,2,0,0,0,0,1,6416666,3800000,1000000
56,30,1,1,0,0,0,0,0,17250000,3899999,1000000
50,24,4,1,0,0,0,1,0,4333333,3600000,90000000
53,29,2,3,1,0,0,0,0,12750000,1200000,1000000
60,34,2,2,0,0,0,1,1,8916666,1700000,322999999
58,33,3,2,0,0,0,0,0,2916666,2300000,131999999
43,19,2,2,0,0,0,1,1,7833333,2800000,1000000
46,21,4,3,0,0,0,0,0,5416666,2900000,1000000
29,3,4,1,0,0,0,1,1,1833333,1400000,88000000
56,30,1,2,0,0,0,1,0,7250000,2900000,126000000
48,23,4,2,0,0,0,0,0,2916666,1400000,122999999
61,36,1,1,0,0,0,1,0,12083333,3600000,1000000
41,17,1,1,0,0,0,0,1,11750000,4400000,1000000
35,11,4,2,0,0,0,0,0,8083333,1100000,131999999
48,23,2,1,0,0,0,1,0,15000000,3800000,309000000
43,19,4,3,0,0,0,1,0,7916666,2999999,1000000
37,12,2,2,0,0,0,1,0,5333333,2100000,1000000
47,22,1,1,0,1,1,1,1,10500000,1600000,1000000
29,3,1,3,0,0,0,0,0,7749999,3899999,1000000
63,38,1,2,0,0,0,0,0,3666666,2500000,1000000
43,19,3,3,0,0,0,0,0,6250000,3100000,1000000
57,32,3,3,0,0,0,0,0,6833333,2600000,1000000
55,31,2,1,0,0,0,1,0,2666666,1300000,1000000
47,23,2,1,0,0,0,1,1,12500000,4300000,1000000
58,34,4,2,0,0,0,0,0,6250000,2600000,1000000
53,28,1,3,0,0,0,1,0,8083333,2300000,119000000
59,35,2,2,1,1,1,1,1,15999999,7499999,1000000
46,22,4,3,0,0,0,1,0,7666666,2999999,1000000
41,15,1,3,0,0,0,1,0,5416666,1700000,1000000
46,20,2,2,0,0,0,1,0,6999999,2700000,76000000
44,18,3,1,1,0,1,1,1,11250000,6900000,1000000
44,18,2,3,0,0,0,1,0,8583333,1800000,1000000
50,26,2,1,0,0,0,1,0,13333333,7800000,1000000
51,25,2,3,1,0,0,1,0,14583333,2300000,1000000
55,30,4,3,0,0,0,1,1,3333333,1100000,149999999
37,12,1,1,0,0,0,0,0,17083333,9600000,1000000
34,10,3,3,0,0,0,1,0,2833333,1900000,1000000
59,34,4,1,0,0,0,1,1,7166666,1700000,1000000
45,20,4,3,0,0,0,1,1,6833333,2900000,1000000
30,4,1,2,0,0,0,1,1,1916666,1100000,1000000
32,8,3,2,0,0,0,0,0,6083333,3600000,1000000
61,37,1,1,0,0,0,1,1,4416666,1800000,1000000
54,28,4,2,1,0,0,1,0,10000000,2900000,1000000
35,10,4,3,0,0,0,0,1,2916666,2100000,1000000
63,38,2,3,1,0,0,0,0,12250000,4800000,184000000
66,40,2,3,0,0,0,0,0,3500000,1700000,87000000
48,24,4,2,1,0,0,0,0,13000000,4500000,1000000
60,34,4,1,1,0,0,1,0,12583333,1400000,1000000
41,17,2,3,1,0,0,1,0,12916666,3700000,209999999
31,7,1,1,0,0,0,1,1,4666666,2200000,1000000
58,31,4,2,0,0,0,1,0,5083333,3500000,1000000
67,42,4,2,0,0,0,1,0,7250000,1100000,183000000
35,9,2,1,0,0,0,1,0,4583333,1300000,1000000
40,14,3,3,0,0,0,1,0,5916666,1500000,1000000
42,17,3,1,1,0,1,1,1,13833333,5900000,1000000
44,18,1,3,0,0,0,0,1,7250000,1700000,1000000
47,23,1,2,0,0,0,0,1,7250000,3600000,1000000
59,35,2,1,0,0,0,0,0,8333333,2600000,278999999
29,3,1,3,1,0,0,0,0,8583333,4400000,1000000
36,6,1,3,0,1,1,1,1,1916666,1670000,1000000
47,22,1,3,0,0,0,1,0,2833333,1400000,1000000
55,29,2,3,0,0,0,0,1,5083333,1800000,220999999
41,17,1,1,0,0,0,0,0,12666666,4500000,343000000
51,25,2,2,0,0,0,0,0,9250000,3400000,1000000
26,2,2,1,0,0,0,0,0,7833333,3500000,199999999
33,9,4,1,0,0,0,0,1,1833333,2000000,82000000
30,5,4,2,0,0,0,0,1,10083333,3200000,103999999
30,4,4,3,0,0,0,0,0,4750000,2300000,1000000
45,19,2,2,0,0,0,0,0,8750000,2700000,1000000
40,16,3,2,1,1,1,1,0,8416666,4900000,217000000
42,15,3,2,0,0,0,0,0,4250000,2000000,133000000
50,26,1,1,0,0,0,1,0,2750000,1200000,90000000
62,37,3,1,0,0,0,1,0,3583333,1200000,1000000
63,37,1,3,0,0,0,1,0,3583333,1500000,1000000
43,19,4,2,0,0,0,0,0,5333333,3200000,1000000
49,25,1,3,0,0,0,1,0,2083333,1900000,1000000
51,25,2,3,0,1,0,1,0,2750000,1400000,77000000
61,36,4,1,0,0,0,1,0,5166666,2700000,190000000
43,19,4,3,0,0,0,0,1,7749999,1200000,1000000
43,19,4,1,0,0,0,0,1,7166666,2900000,1000000
61,36,3,1,0,0,0,1,0,8416666,1500000,1000000
35,9,3,2,0,0,0,1,0,7833333,1900000,1000000
59,33,4,2,0,0,0,0,0,8333333,2900000,1000000
40,16,3,3,0,0,0,0,0,6083333,3100000,1000000
61,36,2,1,0,0,0,0,0,12583333,4900000,1000000
48,23,1,2,0,0,0,0,0,3416666,2300000,1000000
37,11,3,1,0,0,0,1,1,5250000,3100000,1000000
56,32,1,3,0,0,0,1,0,5833333,2800000,242000000
35,9,2,3,0,0,0,1,0,2750000,2400000,126000000
35,8,2,2,0,0,0,0,0,4583333,2670000,1000000
40,16,2,2,0,0,0,0,0,9666666,2800000,1000000
50,23,1,2,0,0,0,1,0,1750000,1500000,98999999
49,25,3,2,0,0,0,0,0,4250000,2900000,1000000
46,22,1,1,0,1,1,1,1,8416666,3700000,1000000
64,40,2,3,0,0,0,0,0,2750000,1300000,1000000
60,35,3,3,1,0,0,1,0,15416666,4099999,1000000
45,21,1,3,0,0,0,1,1,3416666,1300000,105999999
52,27,4,2,0,0,0,0,1,4583333,1200000,1000000
58,34,3,2,0,0,0,0,0,3500000,1400000,1000000
54,30,4,3,0,1,0,1,0,4250000,1100000,1000000
48,22,2,3,0,0,0,1,0,7916666,1400000,248999999
51,25,3,2,0,0,0,0,0,5833333,1700000,223999999
53,26,1,2,0,0,0,0,1,1666666,1500000,1000000
57,27,3,3,0,1,0,0,1,4250000,2000000,1000000
43,18,2,1,0,0,0,1,0,17999999,9800000,1000000
37,13,1,1,0,0,0,0,0,4750000,2800000,1000000
32,7,1,1,0,1,0,0,0,10250000,4800000,1000000
34,10,2,2,0,0,0,0,0,7916666,2999999,149000000
54,24,1,3,0,0,0,0,0,7916666,4000000,1000000
62,36,2,1,0,0,0,1,1,10583333,3800000,202999999
56,32,1,3,0,0,0,1,0,6000000,2800000,228000000
39,15,1,1,0,0,0,0,0,5416666,2800000,1000000
32,7,2,1,0,0,0,1,0,12166666,4300000,1000000
50,24,1,3,0,0,0,1,0,8583333,1800000,1000000
27,1,2,1,0,0,0,1,0,8583333,1200000,1000000
37,12,2,1,0,0,0,1,1,11666666,4900000,1000000
60,34,3,1,0,1,0,0,0,7499999,5399999,1000000
43,19,2,1,0,0,0,1,0,14416666,8599999,464999999
62,36,3,3,0,0,0,1,0,6000000,3200000,1000000
39,14,1,1,0,1,0,0,0,14416666,5100000,509999999
34,9,4,2,0,0,0,1,1,4333333,2999999,1000000
46,21,1,2,0,0,0,1,0,6666666,1200000,1000000
46,22,3,1,0,0,0,1,0,7166666,1700000,1000000
51,26,3,2,0,0,0,1,0,5583333,2999999,94000000
44,20,1,1,0,0,0,0,1,13083333,4500000,1000000
60,35,1,2,0,0,0,0,0,2999999,2500000,1000000
65,39,1,2,0,0,0,1,0,1833333,1800000,1000000
58,33,2,1,0,1,0,1,0,12500000,4900000,1000000
37,12,4,3,0,0,0,1,0,6250000,3100000,1000000
52,28,4,3,0,0,0,0,1,5500000,1100000,1000000
42,16,3,3,0,0,0,1,0,6166666,1900000,1000000
54,29,1,3,0,0,0,0,0,7749999,1100000,1000000
54,28,3,2,0,0,0,1,1,6083333,4000000,1000000
51,27,1,3,0,0,0,1,0,6666666,2600000,1000000
59,35,2,1,0,0,0,1,0,7499999,3800000,1000000
41,17,2,1,0,0,0,0,0,14750000,8599999,158000000
43,17,3,2,0,0,0,0,1,4999999,3200000,1000000
52,26,3,2,1,0,0,1,0,13916666,8199999,1000000
52,26,2,3,1,0,0,0,1,14166666,4700000,252000000
57,31,1,1,0,0,0,1,0,5333333,2400000,1000000
53,28,4,1,0,0,0,0,0,2500000,1800000,1000000
58,33,4,1,0,0,0,0,0,4500000,2700000,1000000
59,33,2,3,0,0,0,0,0,2500000,1200000,1000000
57,31,2,1,0,1,1,1,1,4333333,1300000,1000000
27,2,4,2,0,1,1,1,0,4666666,1600000,1000000
42,16,1,1,0,0,0,0,1,1916666,1200000,88000000
52,26,2,2,1,0,0,1,0,17166666,6700000,1000000
49,23,2,2,0,0,0,1,0,10000000,3400000,1000000
47,23,4,2,0,0,0,0,0,2000000,1500000,1000000
45,19,3,1,0,0,0,1,1,2583333,2500000,95000000
25,1,1,1,0,0,0,0,0,13500000,7330000,1000000
47,22,4,3,0,0,0,1,0,8416666,2900000,1000000
44,19,2,3,0,1,0,0,1,7916666,4800000,1000000
30,3,4,2,0,0,0,1,0,7583333,2999999,1000000
63,38,4,2,0,0,0,0,0,9500000,4400000,1000000
50,24,1,1,0,0,0,1,1,13916666,8300000,1000000
40,16,1,1,0,0,0,1,0,12500000,4500000,1000000
56,31,3,1,0,0,0,1,1,5250000,2700000,1000000
39,15,2,2,0,0,0,1,1,7666666,2800000,87000000
42,18,2,1,0,1,1,1,1,12250000,4300000,1000000
28,1,4,2,0,0,0,0,1,3833333,2500000,163000000
26,0,3,3,1,1,1,1,0,17250000,7330000,1000000
58,32,3,3,0,0,1,1,1,6166666,3200000,217999999
38,13,2,1,0,0,0,0,0,15416666,4300000,244000000
23,3,2,1,0,0,0,1,0,13416666,8199999,1000000
53,29,1,1,0,0,0,1,1,2666666,1200000,131999999
54,28,4,1,0,0,0,1,1,4500000,3500000,1000000
42,17,1,3,0,0,0,0,1,3333333,1600000,1000000
54,28,1,2,0,0,0,1,0,8916666,2900000,1000000
66,42,2,3,0,0,0,1,0,8916666,1000000,1000000
46,21,1,1,0,0,0,1,0,3833333,1100000,125000000
63,37,2,3,1,0,0,0,0,16916666,5300000,206000000
63,38,2,1,0,0,0,1,1,4416666,2500000,174000000
58,34,1,1,0,0,0,1,0,13500000,8400000,481999999
65,41,2,3,0,0,0,0,0,8583333,1000000,146999999
35,9,4,2,0,0,0,1,0,7999999,3200000,1000000
33,9,4,1,0,0,0,1,0,7083333,4400000,141000000
43,19,1,1,0,0,0,1,0,11166666,1300000,1000000
30,5,1,2,0,0,0,1,0,7083333,3600000,133999999
61,37,2,3,0,0,0,1,0,2666666,1300000,1000000
49,24,4,1,1,0,1,1,0,11833333,2100000,282000000
52,27,3,3,1,0,0,0,0,8083333,4400000,1000000
45,21,2,1,0,0,0,1,1,12166666,4300000,1000000
64,39,3,2,0,0,0,1,0,9166666,2800000,81000000
26,1,2,3,0,1,0,0,0,5500000,2600000,1000000
35,11,3,1,0,0,0,1,0,4416666,2999999,1000000
45,19,4,3,1,0,0,1,0,11666666,6999999,1000000
44,20,3,1,1,0,0,0,0,12000000,3600000,309000000
34,8,1,3,1,0,0,1,0,16666666,3899999,1000000
65,41,4,2,1,0,1,1,1,15166666,7100000,1000000
32,8,3,3,0,0,0,0,0,2166666,1900000,111999999
41,15,1,3,0,0,0,1,0,8750000,3800000,1000000
52,28,1,2,0,0,0,1,1,7583333,3700000,1000000
35,9,4,2,0,0,0,0,0,7583333,3200000,1000000
51,26,4,3,0,0,0,1,0,6166666,2800000,119999999
30,6,2,1,0,1,0,1,0,8916666,1200000,1000000
58,33,4,3,0,0,0,1,0,6000000,2300000,1000000
49,23,1,2,0,0,0,0,1,7250000,2500000,1000000
63,38,4,2,0,0,0,0,1,8083333,1100000,1000000
40,15,1,1,0,0,0,1,0,12916666,5100000,1000000
27,0,1,2,0,0,0,0,1,3833333,2999999,113000000
38,14,2,1,0,0,0,0,0,4666666,2700000,1000000
52,28,4,2,0,1,0,1,0,3583333,1900000,152000000
49,24,4,1,0,0,0,1,0,2083333,1800000,111999999
59,35,4,1,0,0,0,1,1,5333333,2500000,1000000
32,8,1,3,0,0,0,1,0,4500000,1200000,103000000
30,4,4,3,0,0,0,0,1,9500000,3100000,139999999
64,38,2,3,1,1,1,1,0,12916666,7400000,1000000
59,33,4,3,0,0,0,1,0,1833333,1700000,1000000
62,37,1,3,0,0,0,0,0,4666666,2100000,1000000
61,37,2,1,0,1,1,1,1,14166666,6999999,306999999
53,26,2,2,0,0,0,0,1,2000000,2000000,1000000
51,26,1,1,0,0,0,1,0,5916666,2200000,139999999
55,29,1,2,0,0,0,0,0,8666666,2900000,1000000
36,10,2,1,0,0,0,0,1,7833333,3800000,1000000
44,19,4,2,0,0,0,0,0,4666666,1000000,1000000
26,2,2,2,1,0,0,0,0,16166666,4200000,1000000
54,30,2,1,0,0,0,1,0,11083333,1400000,1000000
35,11,1,1,0,0,0,0,1,4166666,2700000,1000000
34,10,2,1,0,1,1,0,1,8666666,3700000,1000000
28,3,2,3,0,0,0,0,0,5416666,2600000,1000000
32,7,3,1,0,1,0,1,0,4750000,3300000,83999999
38,14,1,2,0,1,0,1,0,6250000,4600000,1000000
53,28,1,1,0,0,0,1,0,16083333,9100000,1000000
26,1,2,3,1,0,1,1,1,16333333,5200000,578000000
45,21,3,1,0,0,1,1,1,3750000,1500000,137000000
58,33,3,1,0,0,0,1,0,2833333,1200000,1000000
59,33,2,1,0,0,0,0,0,9250000,3700000,1000000
45,18,3,2,0,0,0,0,0,4666666,2000000,194000000
64,39,4,2,0,0,0,0,1,9416666,4400000,1000000
30,3,1,2,0,0,0,1,1,3666666,2999999,1000000
40,16,4,1,0,0,0,1,0,5916666,3670000,1000000
61,36,2,2,0,0,0,1,1,3083333,1500000,1000000
40,16,3,1,1,0,0,0,0,12666666,6599999,1000000
40,10,1,3,0,0,0,1,0,3416666,1750000,1000000
43,19,1,1,0,0,0,0,0,3916666,1700000,1000000
39,14,4,1,1,1,1,1,1,12750000,7300000,1000000
35,11,4,3,0,0,0,0,0,7250000,2999999,79999999
38,12,2,1,0,0,0,1,0,5833333,3800000,1000000
67,43,2,1,0,0,0,0,0,4416666,2100000,1000000
55,30,2,2,0,0,0,0,1,4500000,2999999,197000000
28,2,3,2,0,0,0,0,0,5583333,2100000,1000000
30,4,4,2,0,0,0,1,0,2500000,1300000,85000000
59,35,4,3,0,1,0,0,0,7250000,3300000,1000000
26,2,2,1,0,0,0,0,0,8083333,3500000,1000000
52,28,4,2,0,0,0,0,0,4583333,2100000,1000000
40,15,2,1,0,0,0,1,1,13416666,4900000,319999999
31,7,2,2,0,1,1,1,1,3083333,2000000,1000000
50,25,4,2,0,0,0,1,1,2583333,1400000,103999999
27,3,1,3,0,0,0,0,0,2500000,1400000,1000000
64,39,4,2,0,0,0,1,0,2083333,1600000,1000000
34,10,1,2,0,0,0,0,0,4416666,3400000,1000000
30,6,1,1,0,0,0,1,0,12583333,5300000,1000000
39,15,3,1,0,0,1,1,1,6166666,3330000,131999999
34,10,3,1,0,0,0,0,0,5250000,2999999,130999999
40,15,3,1,0,0,0,1,0,6916666,4000000,273000000
33,8,1,3,1,0,0,1,0,13083333,3700000,1000000
38,12,4,2,0,0,0,1,0,4750000,2200000,138999999
42,17,4,3,0,0,0,1,0,5416666,2900000,1000000
37,13,1,3,0,0,0,1,0,6333333,2500000,1000000
33,8,4,1,0,0,0,1,0,4250000,1800000,1000000
60,34,3,3,0,1,0,0,0,4166666,3200000,1000000
28,4,3,1,0,0,0,1,0,8083333,3500000,1000000
45,20,3,2,0,0,0,0,1,6083333,3700000,1000000
56,32,1,3,0,0,0,1,1,2916666,2200000,127999999
53,27,1,1,0,0,0,0,0,11166666,3400000,331000000
37,12,4,3,0,0,0,0,0,6999999,1700000,1000000
47,21,1,1,0,0,0,0,0,11250000,8300000,1000000
58,32,1,1,0,1,1,1,1,4333333,2600000,1000000
52,26,4,2,0,0,0,1,0,6166666,3800000,1000000
46,22,2,1,0,0,0,0,1,10416666,4300000,1000000
52,27,4,2,0,0,0,0,0,7749999,4800000,1000000
24,0,4,1,0,0,0,0,0,5916666,2600000,1000000
57,31,2,2,0,0,0,0,0,3083333,1700000,103999999
66,41,4,2,0,0,0,1,1,3083333,1600000,1000000
30,5,4,3,0,0,0,1,0,2166666,1500000,1000000
48,23,1,1,0,0,0,1,0,2583333,1100000,1000000
63,37,1,3,0,0,0,0,0,6083333,3500000,1000000
48,23,1,1,0,0,0,0,0,2750000,1100000,1000000
34,10,1,1,0,0,0,1,0,4666666,2330000,1000000
60,35,3,1,0,0,0,0,1,4500000,2500000,1000000
55,25,1,3,0,1,0,0,0,5333333,2400000,207999999
50,24,1,1,0,0,0,0,0,10333333,1000000,1000000
29,5,1,3,0,0,0,0,0,3833333,1400000,1000000
61,35,2,3,0,0,0,1,0,7916666,2700000,245999999
50,25,4,2,0,0,0,1,0,2999999,1400000,138000000
37,13,2,2,0,0,0,1,1,6916666,2700000,1000000
64,40,2,2,1,0,1,1,1,16083333,3300000,1000000
43,19,4,3,0,0,0,1,0,7250000,1200000,103000000
39,14,2,1,0,0,0,0,0,13750000,4000000,1000000
23,2,2,2,0,0,0,1,1,7250000,2800000,1000000
34,10,4,2,0,0,0,0,0,2583333,1400000,1000000
29,2,4,2,0,0,0,0,1,3583333,2500000,1000000
33,8,3,1,1,1,1,1,0,15833333,9500000,1000000
60,35,2,1,0,0,0,0,1,6416666,2500000,220999999
49,25,1,1,0,0,0,0,0,1666666,1300000,98000000
54,28,2,1,0,0,0,1,0,8666666,2100000,1000000
59,34,4,1,1,0,0,1,0,13083333,2800000,198999999
42,17,1,3,0,0,0,0,0,8083333,4700000,273000000
62,38,1,1,0,0,0,1,0,13416666,5699999,1000000
63,38,4,2,0,0,0,1,1,1750000,1600000,101000000
57,31,2,3,1,0,1,1,1,14666666,4800000,422999999
61,36,3,2,0,1,0,0,0,4333333,1500000,101000000
35,10,1,3,0,0,0,0,1,5500000,3500000,1000000
26,0,2,3,1,0,0,1,0,14666666,4999999,302000000
33,8,1,1,0,0,0,1,0,12666666,5600000,1000000
31,7,1,3,0,0,0,0,0,2500000,1400000,1000000
51,27,4,1,0,1,0,1,0,2000000,2000000,1000000
55,29,2,1,0,0,0,1,0,12666666,3700000,1000000
38,12,2,3,0,0,0,1,1,2999999,1800000,1000000
38,12,2,1,0,0,0,1,0,6000000,2800000,1000000
53,27,2,3,0,0,0,1,0,5166666,1800000,1000000
62,38,1,2,0,0,0,0,1,4666666,2900000,1000000
35,9,4,2,0,0,0,1,0,5250000,3200000,110999999
46,21,2,1,0,0,0,0,0,3833333,2300000,117000000
60,35,2,2,0,0,0,1,0,3750000,1500000,1000000
63,38,2,1,0,0,0,1,0,6250000,2500000,1000000
43,18,2,3,0,0,0,0,0,2833333,1000000,1000000
33,7,2,3,1,0,0,0,1,9666666,4600000,1000000
43,19,3,3,0,0,0,0,0,7250000,1300000,1000000
62,36,2,3,0,0,0,0,0,7250000,2700000,1000000
48,23,4,3,0,0,0,0,1,6166666,4600000,83999999
38,14,1,1,0,0,0,0,0,4999999,2800000,170000000
36,10,2,1,0,0,0,1,1,7083333,3800000,1000000
49,25,2,1,0,0,0,1,1,12250000,2400000,83000000
61,35,3,3,0,0,0,1,1,6083333,3200000,118000000
49,22,3,2,0,0,0,1,0,7499999,2999999,1000000
59,34,3,3,0,0,0,1,0,4333333,1900000,1000000
30,6,1,3,0,0,0,0,1,4666666,1200000,1000000
